Compounds.1	Compounds.2	Correlation	P-value
taurolithocholicacid-3-sulfate	PE(O-15:1_22:6)	0.9340112170176664	8.815108824803626e-6
taurolithocholicacid-3-sulfate	PE(O-16:1_22:6)	-0.7946123679755881	0.002015432015788234
taurolithocholicacid-3-sulfate	PE(O-17:1_22:6)	-0.7430522115142617	0.005621436999868156
taurolithocholicacid-3-sulfate	PE(O-19:1_20:4)	0.5150081031693261	0.08663136828876186
taurolithocholicacid-3-sulfate	PE(O-18:1_22:4)	0.7848519513536628	0.002497535368989286
taurolithocholicacid-3-sulfate	PE(O-18:1_22:6)	-0.7512376891360875	0.004853914067039574
taurolithocholicacid-3-sulfate	PE(O-18:2_22:6)	0.7890348215730936	0.0022812353790609345
taurolithocholicacid-3-sulfate	PE(O-18:3_22:4)	0.8709892420075507	2.2575509989570972e-4
taurolithocholicacid-3-sulfate	PE(O-18:1_22:5)	-0.8030904815527611	0.0016575628365162504
taurolithocholicacid-3-sulfate	PE(O-20:5_16:0)	-0.6584107130078859	0.01991345705093918
taurolithocholicacid-3-sulfate	PE(O-18:1_22:2)	0.8259154165556276	9.326135599337988e-4
taurolithocholicacid-3-sulfate	PE(O-16:1_22:1)	-0.8110212224208635	0.0013689646465017418
taurolithocholicacid-3-sulfate	PE(O-18:1_18:0)	-0.7719144158614983	0.003266612041532212
taurolithocholicacid-3-sulfate	PE(O-17:1_18:2)	-0.779899767230891	0.002773466252538785
taurolithocholicacid-3-sulfate	PE(O-18:1_16:0)	0.5513967389494869	0.06311615581500023
taurolithocholicacid-3-sulfate	PE(O-18:1_18:2)	-0.7149467840460215	0.00896619463511447
taurolithocholicacid-3-sulfate	PE(O-18:2_22:1)	-0.7432993655945742	0.005597003983293854
taurolithocholicacid-3-sulfate	PE(O-18:2_24:1)	-0.8193352700331684	0.0011095902619155614
taurolithocholicacid-3-sulfate	PE(O-16:0_20:4)	-0.7363105764052718	0.006319438435199523
taurolithocholicacid-3-sulfate	PE(O-18:1_22:1)	-0.7492543842735827	0.005032129286001893
taurolithocholicacid-3-sulfate	PE(O-15:1_20:4)	0.871620196650055	2.205319613216966e-4
taurolithocholicacid-3-sulfate	PE(O-18:1_20:3)	-0.8191224968299773	0.0011157149400771325
taurolithocholicacid-3-sulfate	PE(O-18:0_20:4)	-0.8534582315540938	4.1393130165075736e-4
taurolithocholicacid-3-sulfate	PE(P-18:0_18:0)	0.8091094744477757	0.0014346912428672251
taurolithocholicacid-3-sulfate	PE(P-16:0_16:1)	0.7570914681504438	0.00435563159498469
